,MileMarker,thresh_el,LAT,LON
424,653.0,135.11400000000003,34.38669,-90.62321
425,654.0,135.45822580645165,34.39339,-90.60758
426,655.0,135.80245161290327,34.40236,-90.59393
427,656.0,136.14667741935486,34.41502,-90.58453
428,657.0,136.49090322580648,34.42965,-90.58368
429,658.0,136.8351290322581,34.44402,-90.58207
430,659.0,137.1793548387097,34.458,-90.58621
431,660.0,137.52358064516133,34.47222,-90.58996
432,661.0,137.86780645161292,34.48648,-90.59077
433,662.0,138.21203225806454,34.50031,-90.58632
434,663.0,138.55625806451616,34.51419,-90.58062
435,664.0,139.34780645161294,34.52366,-90.56765
436,665.0,139.7951290322581,34.53176,-90.553
437,666.0,140.24245161290327,34.54476,-90.54434
438,667.0,140.6897741935484,34.55938,-90.54592
439,668.0,141.13709677419357,34.57161,-90.55228
440,669.0,141.58441935483873,34.58249,-90.5629
441,670.0,142.0317419354839,34.59322,-90.57433
442,671.0,142.47906451612906,34.60594,-90.58292
443,672.0,142.92638709677422,34.6195,-90.58868
444,673.0,143.37370967741936,34.63374,-90.587
445,674.0,143.82103225806452,34.64791,-90.58357
446,675.0,144.26835483870968,34.66125,-90.5769
447,676.0,144.71567741935485,34.67419,-90.56919
448,677.0,145.163,34.6887,-90.56864
449,678.0,145.61032258064517,34.70315,-90.56948
450,679.0,146.0576451612903,34.71758,-90.56834
451,680.0,146.50496774193547,34.73199,-90.56655
452,681.0,146.95229032258064,34.742,-90.55522
453,682.0,147.3996129032258,34.73959,-90.53822
454,683.0,147.84693548387096,34.73327,-90.52235
455,684.0,148.29425806451613,34.7252,-90.50768
456,685.0,148.74158064516126,34.72414,-90.4902
457,686.0,149.18890322580643,34.72677,-90.47295
458,687.0,149.6362258064516,34.73213,-90.45669
459,688.0,150.60117183078663,34.7445,-90.44826
460,689.0,151.1187952744765,34.7582,-90.4519
461,690.0,151.63641871816637,34.77034,-90.46153
462,691.0,152.15404216185624,34.78273,-90.47056
463,692.0,152.6716656055461,34.79667,-90.47398
464,693.0,153.18928904923598,34.81029,-90.46806
465,694.0,153.70691249292585,34.81671,-90.45295
466,695.0,154.22453593661572,34.82115,-90.43624
467,696.0,154.7421593803056,34.82718,-90.42015
468,697.0,155.25978282399547,34.83661,-90.40679
469,698.0,155.77740626768534,34.84398,-90.39155
470,699.0,156.2950297113752,34.85049,-90.37594
471,700.0,156.81265315506505,34.8553,-90.35941
472,701.0,157.33027659875492,34.85867,-90.34225
473,702.0,157.8479000424448,34.8646,-90.32642
474,703.0,158.36552348613466,34.87244,-90.31129
475,704.0,158.88314692982453,34.8795,-90.29594
476,705.0,159.4007703735144,34.88478,-90.27953
477,706.0,159.91839381720428,34.8914,-90.26389
478,707.0,160.43601726089415,34.90092,-90.25085
479,708.0,160.95364070458402,34.91368,-90.24268
480,709.0,161.4712641482739,34.92817,-90.24241
481,710.0,161.98888759196376,34.94263,-90.24361
482,711.0,162.50651103565363,34.95438,-90.25337
483,712.0,163.0241344793435,34.96035,-90.26932
484,713.0,163.54175792303337,34.9689,-90.28357
485,714.0,164.05938136672324,34.97871,-90.29624
486,715.0,164.57700481041311,34.99199,-90.30323
487,716.0,165.094628254103,35.00567,-90.29867
488,717.0,165.61225169779286,35.01579,-90.28619
489,718.0,166.12987514148273,35.02112,-90.27024
490,719.0,166.6474985851726,35.02047,-90.25266
491,720.0,167.16512202886247,35.01978,-90.23502
492,721.0,167.6827454725523,35.02287,-90.2178
493,722.0,168.2003689162422,35.03085,-90.2032
494,723.0,168.71799235993205,35.04206,-90.19213
495,724.0,169.23561580362193,35.0543,-90.18288
496,725.0,169.7532392473118,35.06833,-90.17878
497,726.0,170.27086269100167,35.08282,-90.18038
498,727.0,170.78848613469154,35.09723,-90.17928
499,728.0,171.3061095783814,35.11153,-90.1757
500,729.0,171.82373302207128,35.12352,-90.16625
501,730.0,172.34135646576115,35.13084,-90.15118
502,731.0,172.85897990945102,35.13109,-90.13384
503,732.0,173.3766033531409,35.12471,-90.11812
504,733.0,173.89422679683076,35.11843,-90.10237
505,734.0,174.41185024052064,35.12115,-90.08556
506,735.0,175.42951259762307,35.13128,-90.07279
507,736.0,175.92955151103564,35.1439,-90.06493
508,737.0,176.4295904244482,35.15843,-90.06438
509,738.0,176.92962933786077,35.17294,-90.06313
510,739.0,177.4296682512733,35.18755,-90.06245
511,740.0,177.92970716468588,35.2019,-90.06327
512,741.0,178.42974607809845,35.21515,-90.07026
513,742.0,178.929784991511,35.22745,-90.07988
514,743.0,179.42982390492358,35.24012,-90.0884
515,744.0,179.92986281833615,35.25312,-90.09617
516,745.0,180.4299017317487,35.26627,-90.10334
517,746.0,180.92994064516128,35.28042,-90.10733
518,747.0,181.42997955857385,35.29485,-90.10757
519,748.0,181.93001847198641,35.30939,-90.10694
520,749.0,182.43005738539895,35.3237,-90.10404
521,750.0,182.93009629881152,35.33697,-90.09701
522,751.0,183.4301352122241,35.35114,-90.09406
523,752.0,183.93017412563665,35.36466,-90.08777
524,753.0,184.43021303904922,35.37756,-90.07984
525,754.0,184.9302519524618,35.39037,-90.07133
526,755.0,185.43029086587435,35.40143,-90.05995
527,756.0,185.93032977928692,35.41015,-90.04585
528,757.0,186.4303686926995,35.41747,-90.03052
529,758.0,186.93040760611206,35.42365,-90.01457
530,759.0,187.4304465195246,35.43208,-90.00036
531,760.0,187.93048543293716,35.44598,-89.99688
532,761.0,188.43052434634973,35.46025,-89.99907
533,762.0,188.9305632597623,35.47432,-90.00364
534,763.0,189.43060217317486,35.48755,-90.01067
535,764.0,189.93064108658743,35.50206,-90.01206
536,765.0,190.43068,35.51421,-90.00317
537,766.0,190.93071891341256,35.52127,-89.98791
538,767.0,191.43075782682513,35.52322,-89.97039
539,768.0,191.93079674023767,35.5213,-89.95285
540,769.0,192.43083565365026,35.51791,-89.93571
541,770.0,192.9308745670628,35.51302,-89.91926
542,771.0,193.43091348047537,35.51962,-89.90397
543,772.0,193.93095239388794,35.53352,-89.89974
544,773.0,194.4309913073005,35.54787,-89.90078
545,774.0,194.93103022071307,35.56196,-89.90436
546,775.0,195.43106913412564,35.57647,-89.90462
547,776.0,195.9311080475382,35.59099,-89.90331
548,777.0,196.43114696095077,35.60522,-89.90032
549,778.0,196.93118587436334,35.61781,-89.89174
550,779.0,197.43122478777588,35.62575,-89.87729
