file,flipped_at
LM_15_CVB_20200430_CS_MB_5988_5993,2026-09-22T04:40:30.272432+00:00
LM_15_CVB_20200501_CS_MB_5983_5988,2026-09-22T04:40:30.272432+00:00
LM_15_CVB_20200501_CS_MB_5978_5983,2026-09-22T04:40:30.272432+00:00
LM_15_CVB_20200502_CS_MB_5973_5978,2026-09-22T04:40:30.272432+00:00
LM_15_CVB_20200922_CS_5940_5970_SPECIAL,2026-09-22T04:40:30.272432+00:00
LM_14_VBO_20200430_CS_5902_5938,2026-09-22T04:40:30.272432+00:00
LM_14_VBO_20200501_CS_5852_5900,2026-09-22T04:40:30.272432+00:00
LM_14_VBO_20200502_CS_5820_5864,2026-09-22T04:40:30.272432+00:00
LM_14_VBO_20200503_CS_5810_5824,2026-09-22T04:40:30.272432+00:00
LM_13_OZE_20200506_CS_5776_5810,2026-09-22T04:40:30.272432+00:00
LM_13_OZE_20200507_CS_5772_5786,2026-09-22T04:40:30.272432+00:00
LM_13_OZE_20200508_CS_5676_5730,2026-09-22T04:40:30.272432+00:00
LM_13_OZE_20200509_CS_5658_5692,2026-09-22T04:40:30.272432+00:00
LM_12_EYB_20200507_CS_5640_5658,2026-09-22T04:40:30.272432+00:00
LM_12_EYB_20200511_CS_5594_5638,2026-09-22T04:40:30.272432+00:00
LM_12_EYB_20200512_CS_5584_5592,2026-09-22T04:40:30.272432+00:00
LM_12_EYB_20200513_CS_5542_5582,2026-09-22T04:40:30.272432+00:00
LM_12_EYB_20200514_CS_5502_5540,2026-09-22T04:40:30.272432+00:00
LM_11_YBS_20200524_CS_5448_5502,2026-09-22T04:40:30.272432+00:00
LM_11_YBS_20200523_CS_5426_5484,2026-09-22T04:40:30.272432+00:00
LM_11_YBS_20200522_CS_5402_5442,2026-09-22T04:40:30.272432+00:00
LM_11_YBS_20200521_CS_5368_5402,2026-09-22T04:40:30.272432+00:00
LM_11_YBS_20200629_CS_5330_5360_SPECIAL,2026-09-22T04:40:30.272432+00:00
LM_10_SSL_20200515_CS_5266_5324,2026-09-22T04:40:30.272432+00:00
LM_10_SSL_20200717_CS_5245_5265_SPECIAL,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200606_CS_5190_5234,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200604_CS_5146_5188,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200605_CS_5148_5182,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200603_CS_5116_5144,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200529_CS_5076_5116,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200528_CS_5046_5082,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200527_CS_5018_5044,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200526_CS_4958_5016,2026-09-22T04:40:30.272432+00:00
LM_09_LPM_20200525_CS_4958_4986,2026-09-22T04:40:30.272432+00:00
LM_08_MVF_20201006_CS_4800_4890_SPECIAL,2026-09-22T04:40:30.272432+00:00
LM_05_VGG_20200828_CS_4270_4295_SPECIAL,2026-09-22T04:40:30.272432+00:00
LM_02_GCG_20200930_CS_3555_3585_SPECIAL,2026-09-22T04:40:30.272432+00:00
