ahp_mile,navd88_ft
614.2,118.3
614.1,118.2
614.0,118.2
613.9,118.2
613.8,118.2
613.7,118.2
613.6,118.1
613.5,118.1
613.4,118.0
613.3,118.0
613.2,117.9
613.1,117.9
613.0,117.7
612.9,117.6
612.8,117.6
612.7,117.4
612.6,117.3
612.5,117.1
612.4,117.1
612.3,116.8
612.2,116.6
612.1,116.5
612.0,116.5
611.9,116.4
611.8,116.4
611.7,116.4
611.6,116.4
611.5,116.4
611.4,116.4
611.3,116.4
611.2,116.4
611.1,116.4
611.0,116.3
610.9,116.3
610.8,116.3
610.7,116.2
610.6,116.2
610.5,116.1
610.4,116.1
610.3,116.1
610.2,116.0
610.1,116.0
610.0,116.0
609.9,115.9
609.8,115.8
609.7,115.8
609.6,115.6
609.5,115.5
609.4,115.4
609.3,115.4
609.2,115.3
609.1,115.3
609.0,115.3
608.9,115.3
608.8,115.1
608.7,114.9
608.6,114.9
608.5,114.9
608.4,114.9
608.3,114.8
608.2,114.7
608.1,114.6
608.0,114.4
607.9,114.4
607.8,114.4
607.7,114.0
607.6,114.0
607.5,114.0
607.4,114.0
607.3,114.0
607.2,114.0
607.1,114.0
607.0,114.0
606.9,113.9
606.8,113.9
606.7,113.9
606.6,113.9
606.5,113.9
606.4,113.9
606.3,113.9
606.2,113.9
606.1,113.9
606.0,113.9
605.9,113.9
605.8,113.9
605.7,113.9
605.6,113.9
605.5,113.8
605.4,113.8
605.3,113.8
605.2,113.8
605.1,113.8
605.0,113.8
604.9,113.7
604.8,113.7
604.7,113.6
604.6,113.6
604.5,113.5
604.4,113.5
604.3,113.5
604.2,113.4
604.1,113.3
604.0,113.3
603.9,113.2
603.8,113.1
603.7,113.1
603.6,113.0
603.5,112.9
603.4,112.8
603.3,112.8
603.2,112.7
603.1,112.7
603.0,112.7
602.9,112.6
602.8,112.6
602.7,112.6
602.6,112.5
602.5,112.5
602.4,112.4
602.3,112.4
602.2,112.3
602.1,112.3
602.0,112.28
601.9,112.24
601.8,112.19
601.7,112.15
601.6,112.1
601.5,112.05
601.4,112.01
601.3,111.96
601.2,111.92
601.1,111.86
601.0,111.82
600.9,111.77
600.8,111.72
600.7,111.68
600.6,111.63
600.5,111.59
600.4,111.54
600.3,111.49
600.2,111.45
600.1,111.4
600.0,111.36
599.9,111.3
599.8,111.26
599.7,111.21
599.6,111.15
599.5,111.01
599.4,110.91
599.3,110.81
599.2,110.66
599.1,110.62
599.0,110.58
598.9,110.54
598.8,110.5
598.7,110.46
598.6,110.44
598.5,110.4
598.4,110.36
598.3,110.32
598.2,110.28
598.1,110.24
598.0,110.21
597.9,110.1
597.8,109.99
597.7,109.88
597.6,109.76
597.5,109.65
597.4,109.54
597.3,109.43
597.2,109.32
597.1,109.21
597.0,109.1
596.9,109.01
596.8,108.91
596.7,108.82
596.6,108.73
596.5,108.64
596.4,108.55
596.3,108.46
596.2,108.37
596.1,108.28
596.0,108.19
595.9,108.1
595.8,108.01
595.7,107.92
595.6,107.83
595.5,107.75
595.4,107.66
595.3,107.57
595.2,107.48
595.1,107.39
595.0,107.3
594.9,107.21
594.8,107.12
594.7,107.03
594.6,106.95
594.5,106.86
594.4,106.77
594.3,106.68
594.2,106.59
594.1,106.5
594.0,106.41
593.9,106.32
593.8,106.24
593.7,106.15
593.6,106.06
593.5,105.97
593.4,105.88
593.3,105.79
593.2,105.7
593.1,105.62
593.0,105.53
592.9,105.48
592.8,105.42
592.7,105.37
592.6,105.32
592.5,105.27
592.4,105.22
592.3,105.16
592.2,105.11
592.1,105.06
592.0,105.01
591.9,104.96
591.8,104.91
591.7,104.85
591.6,104.8
591.5,104.75
591.4,104.7
591.3,104.65
