MileMarker,thresh_el,LAT,LON
785.0,200.89671405281987,35.68367,-89.94072
786.0,201.20292216279012,35.6978,-89.94394
787.0,201.7308671799802,35.71173,-89.93945
788.0,202.36440120060834,35.72209,-89.92744
789.0,203.52588023842657,35.72717,-89.91107
790.0,204.1594142590547,35.72854,-89.8934
791.0,204.59232917315057,35.73195,-89.87615
792.0,205.42648230031094,35.73748,-89.85961
793.0,205.95442731750103,35.7437,-89.84373
794.0,206.2817532281589,35.74818,-89.82665
795.0,206.3873422315969,35.75506,-89.81096
796.0,207.74944037594736,35.76359,-89.79652
797.0,208.17179638969944,35.77266,-89.78265
798.0,208.4885634000135,35.78172,-89.76867
799.0,209.12209742064164,35.79087,-89.75488
800.0,209.33327542751766,35.79824,-89.73965
801.0,209.33327542751766,35.80529,-89.72392
802.0,209.33327542751766,35.81295,-89.70903
803.0,209.75563144126974,35.82475,-89.69958
804.0,210.80096257530616,35.83762,-89.70663
805.0,210.91711047908797,35.84505,-89.72193
806.0,211.12828848596402,35.85072,-89.73827
807.0,211.44505549627806,35.8567,-89.75449
808.0,213.45124656160044,35.86619,-89.76733
809.0,214.29595858910463,35.88055,-89.76814
810.0,214.61272559941867,35.8939,-89.76173
811.0,214.7183146028567,35.90515,-89.75059
812.0,215.1406706166088,35.90964,-89.73432
813.0,215.45743762692285,35.90488,-89.71756
814.0,215.66861563379888,35.89757,-89.7023
815.0,215.87979364067493,35.88791,-89.68901
816.0,217.04127267849316,35.8788,-89.67501
817.0,217.99157370943533,35.87817,-89.65776
818.0,218.62510773006346,35.88818,-89.64545
819.0,218.73069673350147,35.90239,-89.64215
820.0,219.57540876100563,35.91709,-89.6434
821.0,220.52570979194783,35.92804,-89.65388
822.0,221.0430959087941,35.93596,-89.66881
823.0,221.13812601188832,35.94456,-89.68303
824.0,221.26483281601395,35.9531,-89.69747
825.0,221.47601082288998,35.96113,-89.71228
826.0,221.68718882976606,35.97291,-89.72188
827.0,222.0039558400801,35.98721,-89.7225
828.0,222.42631185383217,35.99961,-89.71395
829.0,222.74307886414624,36.01065,-89.7022
830.0,223.16543487789835,36.02219,-89.69138
831.0,223.69337989508844,36.036,-89.68735
832.0,224.53809192259257,36.05036,-89.68564
